ext1,ext2,ext3,ext4,ext5,ext6,ext7,ext8,ext9,ext10,est1,est2,est3,est4,est5,est6,est7,est8,est9,est10,agr1,agr2,agr3,agr4,agr5,agr6,agr7,agr8,agr9,agr10,csn1,csn2,csn3,csn4,csn5,csn6,csn7,csn8,csn9,csn10,opn1,opn2,opn3,opn4,opn5,opn6,opn7,opn8,opn9,opn10,degree_category,degree,happiness_level,gender,birth_date,birth_location_country,birth_location_country_clean,birth_location_province,birth_location_city
1,2,3,4,3,3,3,4,3,4,3,4,3,5,2,2,1,1,1,1,1,2,1,4,2,3,1,3,4,5,4,1,4,1,4,1,5,2,4,5,5,1,3,1,3,3,5,5,5,3,STEM,Física,4,M,1996/09/24,Argentina,Argentina,Río Negro,Bariloche
4,1,5,2,4,1,5,1,4,2,4,2,4,3,2,2,2,2,3,2,3,5,1,3,2,2,2,4,3,5,4,5,3,4,3,5,1,3,5,5,3,2,3,4,5,3,5,3,4,4,STEM,Ingenieria quimica,4,F,1997/01/21,Argentina,Argentina,Buenos Aires,CABA
3,3,2,3,4,2,2,5,1,4,4,1,4,2,1,1,2,2,1,1,4,5,1,4,1,4,1,5,3,3,4,1,4,1,5,1,5,1,5,5,4,1,4,1,4,2,5,4,5,4,Negocios,Derecho y Negocios,4,F,2000/06/20,España,Spain,Cádiz,San Fernando
2,2,3,2,4,1,4,2,3,2,3,3,3,2,1,1,1,1,1,2,1,5,2,5,1,5,1,5,5,5,3,2,5,1,2,3,4,3,4,4,5,2,5,3,5,1,4,3,5,5,Negocios,UADE,5,F,1998/04/08,Argentina,Argentina,Tierra del Fuego,Ushuaia
1,3,3,4,1,3,1,4,2,5,2,4,5,2,2,5,2,1,1,4,3,4,1,3,3,4,1,4,1,4,2,5,3,4,1,4,2,5,3,3,2,1,5,1,3,2,4,5,5,4,STEM,Licenciatura en Ciencias Fisicas,2,M,1997/03/11,Argentina,Argentina,Buenos Aires,Ciudad Autónoma de Buenos Aires
3,3,4,3,3,2,3,2,5,3,3,5,2,5,2,3,2,1,3,1,2,4,1,5,1,3,1,4,5,4,3,2,4,2,3,1,4,4,4,4,3,2,4,2,5,1,4,3,3,4,Artes,Licenciatura en Artes Escénicas,5,F,1998/10/10,Argentina,Argentina,Buenos Aires,Caba
2,2,4,4,2,3,1,5,1,4,3,3,3,3,4,3,3,3,4,3,1,4,3,4,2,4,1,5,4,3,4,3,4,3,3,2,3,3,3,2,2,2,2,3,2,4,4,2,4,2,STEM,Maths,4,F,1997/01/30,Argentina,Argentina,Buenos aires,San isidro
3,2,4,3,3,2,3,3,3,3,3,4,4,3,2,2,2,2,3,2,1,4,1,4,4,3,1,4,4,4,3,2,4,2,3,4,4,2,4,4,4,2,4,3,4,2,4,3,3,4,Negocios,Marketing y educación infantil,3,F,1971/11/20,España,Spain,Madrid,Madrid
2,3,4,4,4,1,5,2,4,1,4,2,5,1,1,4,4,4,4,1,1,5,1,5,1,4,1,5,5,5,3,4,4,2,2,4,5,4,1,1,3,5,5,3,3,1,4,2,3,3,Artes,Música,5,F,1999/01/25,Argentina,Argentina,Buenos Aires,Buenos Aires
3,3,2,3,3,3,2,4,4,4,3,3,5,4,3,3,3,3,3,2,4,4,2,4,2,3,1,4,4,4,3,3,3,3,3,2,4,2,3,3,3,2,3,2,3,1,3,1,3,3,Ciencias Sociales,Faculty of political science,4,F,2000/06/12,Croatia,Croatia,Varaždinska,Varaždin
3,4,4,4,2,3,3,4,2,2,3,3,4,3,2,3,3,2,3,2,3,4,3,5,2,4,2,3,4,4,5,4,5,2,3,2,4,3,4,4,4,2,5,2,4,2,4,2,4,4,STEM,Industrial Engineering,4,M,1984/11/07,Argentina,Argentina,CABA,CABA
3,3,3,3,3,3,2,4,3,3,2,2,4,3,3,4,4,4,4,4,3,3,2,5,2,3,2,3,4,4,4,1,4,1,4,2,4,2,4,4,2,4,3,4,3,3,4,2,3,2,Ciencias Sociales,Psychology,3,F,1997/02/09,Cyprus,Cyprus,Nicosia,Nicosia
2,4,2,3,4,4,2,5,2,5,4,4,5,1,5,4,4,4,4,4,3,3,2,4,2,4,1,4,4,4,4,2,4,2,2,2,4,2,2,2,2,2,4,4,4,2,2,2,4,4,Negocios,Advertising,2,M,1997/02/06,Argentina,Argentina,Buenos Aires,Buenos Aires
4,2,4,3,4,3,3,3,3,3,2,4,2,2,1,1,2,2,1,2,4,4,1,5,1,5,1,5,5,5,4,1,5,1,2,1,5,3,4,4,4,1,5,1,4,1,5,4,5,5,Negocios,International marketing,3,M,1995/02/14,Cyprus,Cyprus,Famagusta,Paralimni
3,2,4,1,4,2,3,4,3,3,1,5,2,1,2,2,1,1,1,1,1,5,1,5,1,5,1,2,5,4,3,5,3,1,4,1,2,3,4,4,3,1,4,2,3,2,4,2,4,5,Ciencias de la Salud,Studied Clinical health psychology,4,F,1998/10/23,Lithuania,Lithuania,Lithuania,Trakai
2,3,3,3,4,4,4,4,2,4,2,5,4,2,4,3,4,2,2,3,1,5,3,4,2,5,2,3,5,5,5,3,5,2,3,3,4,3,4,4,3,4,1,5,3,3,4,2,5,2,STEM,Arquitectura,4,F,2001/09/03,Argentina,Argentina,Buenos aires,Buenos aires caba
4,3,3,3,3,3,1,2,3,2,4,4,4,3,2,3,4,2,3,5,1,3,4,3,3,4,2,1,2,5,4,1,5,1,1,1,5,3,2,5,4,4,5,2,3,2,5,1,3,3,STEM,Arquitectura,3,M,2001/07/26,Argentina,Argentina,Buenos Aires,San Isidro
3,1,4,2,4,1,3,2,3,3,2,2,2,4,2,3,3,2,2,2,3,3,3,3,3,4,2,2,4,4,4,4,2,3,3,3,4,2,3,3,2,3,4,3,3,4,3,2,5,4,STEM,Arquitectura,3,F,2001/12/06,Argentina,Argentina,Buenos aires,Buenos Aires
4,2,5,2,3,2,3,3,3,2,2,4,2,3,3,3,2,1,3,1,1,4,2,5,1,4,1,5,4,4,3,4,4,3,1,2,4,2,2,3,3,2,4,2,3,1,4,2,3,4,STEM,arquitectura,4,F,2001/11/03,argentina,Argentina,buenos aires,caba
2,3,3,3,4,3,2,4,4,4,4,5,5,3,2,3,3,4,3,4,1,4,2,4,1,4,1,4,4,4,3,3,4,2,3,2,4,3,3,4,4,3,4,3,3,2,4,3,4,5,STEM,Arquitectura,3,F,2002/06/07,Argentina,Argentina,Buenos aires,caba
3,3,2,4,4,3,5,5,1,2,4,2,5,1,2,5,4,4,2,5,1,5,1,5,1,5,1,5,5,5,5,1,5,1,5,2,5,1,4,5,4,1,5,1,3,3,5,2,5,5,Ciencias Sociales,Doble grado Estudios Internacionales y Ciencias Políticas,3,F,2000/08/06,España,Spain,Murcia,Murcia
5,1,5,2,5,1,3,2,4,1,4,4,5,3,1,3,1,1,1,2,1,5,2,5,1,5,1,5,5,5,2,4,3,1,3,5,4,1,5,4,1,5,2,1,2,1,1,1,1,1,STEM,Ingenieria comercial,5,F,1998/07/31,Chile,Chile,Las condes,Santiago
4,3,4,2,3,2,3,5,3,3,2,4,5,4,2,5,3,3,1,1,1,5,1,5,2,4,2,3,4,4,4,1,5,4,2,3,4,2,2,4,2,4,4,2,3,2,5,2,5,3,STEM,Ingeniería civil industrial,5,M,1999/09/10,Chile,Chile,Quilicura,Santiago
3,3,4,4,4,4,4,5,4,3,3,5,4,4,1,2,2,3,3,2,4,4,1,5,2,4,2,3,3,4,3,1,5,3,4,2,5,1,4,4,4,3,3,3,4,1,4,3,4,5,STEM,Ingeniero Administracion,5,F,1975/11/15,chile,Chile,santiago,santiago
5,2,4,4,4,2,5,3,3,4,4,4,4,4,4,3,2,2,4,2,1,5,3,4,4,4,2,4,3,4,5,2,5,1,4,1,5,1,3,4,2,3,2,2,4,2,5,2,4,3,STEM,Ing civil industrial,4,M,1989/04/24,Chile,Chile,Santiago,Santiago
3,3,4,4,5,2,5,3,3,4,2,4,3,4,2,2,2,1,3,1,2,4,1,4,2,5,1,4,4,4,4,4,4,2,2,5,3,3,5,5,5,1,2,1,3,4,4,4,5,5,STEM,Ingeniería civil industrial,4,F,1997/06/28,Chile,Chile,Atacama,Copiapo
2,4,4,4,2,3,2,5,3,4,1,4,2,4,1,2,1,1,1,1,1,4,1,4,2,3,2,4,3,3,2,3,3,2,2,2,4,4,3,4,1,2,2,4,4,4,1,1,3,3,STEM,Lic en Ciencias Matemáticas,4,M,1995/08/09,Argentina,Argentina,CABA,CABA
3,2,4,2,4,3,4,2,4,4,4,1,4,3,1,2,1,1,4,1,2,4,4,4,3,1,2,4,2,4,5,1,4,1,1,2,5,3,4,4,2,2,4,1,2,1,4,1,2,2,Negocios,negocios digitales,4,F,2000/08/17,Arg,Argentina,BsAs,CABA
2,1,4,4,4,1,5,4,4,1,3,4,5,1,5,5,4,4,2,4,1,5,1,5,1,4,1,4,5,4,2,2,5,3,1,2,4,4,2,4,4,1,3,1,3,4,5,3,5,4,Ciencias de la Salud,musicoterapia,3,F,2003/07/05,Argentina,Argentina,Buenos Aires,San Isidro
3,2,4,4,2,2,3,5,2,3,1,5,4,2,3,2,2,1,2,3,2,4,1,4,1,3,1,3,4,3,2,5,5,1,3,1,5,4,2,4,5,1,4,1,3,1,4,3,3,2,STEM,Licenciatura en Ciencias Matemáticas,4,M,2003/02/08,Argentina,Argentina,CABA,CABA
4,2,4,2,3,1,2,3,3,3,4,3,5,4,4,3,1,1,4,1,2,5,3,4,3,5,2,4,4,4,2,1,5,2,5,2,5,1,5,5,4,2,5,2,5,1,4,3,5,5,Ciencias Sociales,Cs Políticas,4,M,2002/01/24,Argentina,Argentina,Buenos Aires,San Isidro
3,4,4,2,4,2,2,4,3,2,4,2,5,4,2,2,2,2,2,2,1,5,2,3,1,3,1,4,2,3,3,1,4,1,5,1,5,1,5,4,5,1,3,1,3,1,4,3,2,3,Humanidades,Licenciatura en teología sistemática,5,M,2001/02/09,Argentina,Argentina,Buenos Aires,Buenos Aires
2,2,4,3,3,2,2,4,2,5,4,3,5,4,1,2,2,1,2,1,1,5,1,4,1,2,1,4,3,5,5,2,5,2,5,3,4,2,5,5,2,3,3,3,3,2,5,1,2,3,Negocios,Administración de Empresas,4,M,2004/07/08,Argentina,Argentina,Buenos Aires,Capital Federal
3,4,2,4,4,4,3,4,2,3,4,3,4,3,3,3,3,3,4,3,1,5,1,2,1,3,1,4,3,3,2,4,3,3,3,3,3,3,2,3,2,3,3,3,3,3,2,3,4,3,Ciencias de la Salud,Licenciatura en Nutrición,4,F,2003/02/21,Argentina,Argentina,Buenos Aires,CABA
3,2,4,2,4,2,3,3,3,3,4,2,4,3,3,4,4,4,2,2,1,5,2,4,1,5,1,5,4,4,4,4,4,3,3,3,3,3,5,5,5,1,4,1,4,1,4,5,5,5,Ciencias de la Salud,Lic. en humanidades,5,F,2004/11/19,Argentina,Argentina,Buenos Aires,CABA
3,2,5,3,4,2,4,2,5,3,4,3,4,1,3,4,4,4,4,4,2,4,5,5,1,4,2,3,3,3,2,4,3,4,1,2,3,4,1,3,3,3,4,3,2,3,4,3,5,3,Ciencias Sociales,Periodismo deportivo,3,M,2004/06/22,Argentina,Argentina,Buenos Aires,San Isidro
3,2,4,4,2,2,3,5,2,3,1,5,4,2,3,2,2,1,2,3,2,4,1,4,1,3,1,3,4,3,2,5,5,1,3,1,5,4,2,4,5,1,4,1,3,1,4,3,3,2,STEM,Licenciatura en Ciencias Matemáticas,4,M,2003/02/08,Argentina,Argentina,CABA,CABA
4,2,4,3,4,2,1,3,4,1,1,4,4,4,1,1,2,1,2,1,1,5,1,4,2,4,1,5,4,5,4,4,4,1,3,4,4,3,2,4,5,2,4,3,4,2,5,3,4,4,STEM,Ingenieria industrial,4,M,1998/08/04,Argentina,Argentina,Buenos Aires,Buenos Aires
4,2,3,2,3,2,4,4,4,3,2,4,4,3,2,2,4,4,3,2,2,4,2,5,1,5,1,5,5,4,2,4,3,4,2,5,2,2,2,4,1,5,5,2,3,2,2,1,5,4,Ciencias Sociales,Trabajo social,4,F,2003/04/03,Argentina,Argentina,Buenos Aires,Capital Federal
3,4,1,5,1,3,1,5,1,1,3,2,3,1,5,5,1,1,4,5,3,1,1,1,1,3,3,5,1,3,1,1,2,1,5,2,4,1,4,4,4,1,3,5,3,2,3,1,5,3,STEM,Diseño industrial,3,M,1997/05/15,Argentina,Argentina,Caba,Cap Fed
3,2,3,2,4,2,4,3,4,4,4,3,4,3,4,3,3,3,3,3,2,4,2,4,3,4,2,4,4,4,3,3,4,3,3,2,4,3,4,4,4,1,4,2,3,2,4,4,5,5,Negocios,Negocios,3,M,1999/06/08,Canada,Canada,Québec,Montreal
3,1,4,2,4,1,3,3,4,2,2,3,2,4,3,2,2,1,5,2,2,4,4,3,2,4,1,5,2,4,5,2,5,1,3,1,5,2,5,4,5,2,2,3,4,4,5,5,5,4,Negocios,Digital Negocios,2,F,2001/01/16,Argentina,Argentina,Buenos Aires,San Isidro
4,2,5,2,5,1,5,2,5,2,4,4,3,2,2,1,2,3,4,3,2,4,2,4,2,4,2,3,5,5,4,2,4,2,3,3,4,3,2,4,4,1,5,1,5,1,5,4,5,5,Ciencias Sociales,Droit et Economie,5,M,2005/04/24,France,France,Île de France,Paris
2,4,3,4,2,4,1,3,4,4,3,4,4,4,4,2,2,4,2,2,2,4,4,3,2,3,1,3,3,3,2,4,5,2,1,3,4,4,4,5,3,2,4,2,2,1,4,2,4,2,Artes,Diseño Gráfico y Comunicación Visual,5,M,1999/10/27,Argentina,Argentina,Buenos Aires,San Isidro
3,3,3,4,4,1,4,3,4,4,3,3,5,3,1,2,2,2,3,2,2,4,2,3,2,3,2,4,4,5,4,1,5,2,4,1,5,3,4,4,4,4,4,4,4,2,5,4,4,4,Negocios,Administración de empresas,4,M,2004/06/02,Argentina,Argentina,Buenos Aires,Pilar
2,4,3,4,3,5,2,2,3,3,5,2,5,3,4,2,4,4,4,3,2,3,1,4,3,5,1,4,4,4,3,5,4,4,4,4,3,3,4,4,4,2,3,2,3,2,4,4,4,3,Ciencias Sociales,Economía,2,M,2000/05/16,Argentina,Argentina,Buenos Aires,San Isidro
3,3,3,3,2,1,3,1,1,4,5,2,5,4,3,5,3,4,5,1,1,5,5,5,2,5,1,5,5,4,3,5,5,4,2,5,5,5,2,4,4,2,5,3,4,1,4,3,5,4,Negocios,Administración de Empresas,5,F,1999/01/07,Argentina,Argentina,Tucumán,San Miguel de Tucumán
4,2,5,3,5,1,5,1,5,2,1,5,3,4,1,4,5,3,5,2,1,5,4,5,1,5,1,4,5,5,3,3,5,4,3,3,5,4,3,5,5,1,5,1,4,1,5,3,4,5,STEM,Ingeniería en Inteligencia Artificial,3,M,2004/11/01,Argentina,Argentina,Buenos Aires,Recoleta
2,3,2,4,4,2,2,2,3,4,5,2,5,1,3,4,4,3,3,3,2,3,3,4,2,4,1,4,3,3,4,1,4,3,4,1,5,2,5,5,4,2,5,3,4,2,3,4,2,4,STEM,Ingeniería química,2,F,2004/11/22,Argentina,Argentina,Buenos Aires,CABA
2,3,1,2,1,1,1,4,3,5,5,2,5,2,3,2,4,3,4,3,1,4,3,4,2,2,2,4,1,2,2,2,4,3,3,2,4,5,4,4,3,1,5,1,4,1,3,2,5,5,STEM,Ingenieria,4,F,2004/12/24,Argentina,Argentina,Buenos aires,Buenos aires
5,2,4,2,5,2,3,2,2,3,5,3,4,3,4,3,3,2,2,2,2,3,1,3,2,2,1,4,4,5,4,2,4,2,5,1,4,5,4,5,5,1,4,1,4,1,4,2,1,4,Otro,Universidad de San Andres,5,M,2000/01/28,Colombia,Colombia,Antioquia,Medellin
4,2,3,2,4,1,5,2,4,2,4,3,3,2,2,4,3,3,2,2,2,4,2,4,3,4,3,3,5,3,4,2,3,1,3,2,4,4,4,5,5,1,5,1,5,1,3,4,4,5,Artes,Música,3,F,1997/01/17,Argentina,Argentina,Buenos Aires,San Isidro
1,5,2,5,1,5,1,5,2,4,3,2,5,2,4,4,3,3,4,3,2,3,1,3,2,3,2,2,2,2,1,5,3,4,1,5,5,5,2,5,2,2,3,1,3,4,2,4,5,4,STEM,Física,2,M,2003/04/24,Argentina,Argentina,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires
